PROFIT_EXP_OPT|TASA_OPT|FUNDED_PROB_LGBM_OPT|PROFIT_EXP_ORI|TASA_ORI|FUNDED_PROB_LGBM_ORI|MONTO|NIVELRIESGO
1046.6407972148534|6.09|0.9192203896895931|996.6071646632794|5.64|0.9817503825907167|20870.400000000016|1
581.8561536213994|4.42|0.7067883114979316|581.6441801302599|4.39|0.7135126395442987|20872.11|1
661.4641004517559|2.95|0.8435963944794715|165.65311187317647|3.8499999999999996|0.14137026781947676|34000.00000000003|1
591.9791652010247|3.54|0.8383899661485151|278.5361175938064|4.55|0.2682367186231388|25715.000000000007|1
161.75406614736437|7.36|0.905729301811911|154.34801466715624|7.890000000000001|0.7911930065882444|6999.999999999999|4
655.3045144454316|3.64|0.8649805531580158|540.5391240003086|4.09|0.5973800238069283|25645.999999999996|1
507.69417518821405|2.95|0.9013393675489602|0.00013565814569487536|7.139999999999999|7.104441354655044e-08|39999.99999999997|2
665.9082926153053|3.93|0.9236127878332002|660.0089306776317|4.09|0.8662632244548104|19999.99999999998|1
565.9421071962415|3.24|0.8755144583571005|182.30598339790794|3.99|0.20152921937843576|34999.99999999997|1
133.41753650367875|3.83|0.8663737041343769|0.0034056758344382463|7.89|8.149838487323674e-06|15000.000000000004|4
461.3618684056946|4.32|0.7859059573439198|227.89022232297697|5.99|0.25176737440531716|44096.00000000003|3
682.035393966467|3.05|0.8286675266827502|93.1149225751156|4.29|0.06848776403132263|54999.99999999995|2
465.44508681543897|3.05|0.8886617815292852|0.16341335475652405|5.789999999999999|0.00012698505218389222|34999.99999999997|2
214.1682947619863|3.15|0.7809027564814366|5.438497591277118|5.49|0.009045168165395662|32999.99999999998|3
650.74699555777|3.54|0.910308810832523|20.16571642130114|4.69|0.01812545728520526|26999.999999999996|1
646.7186151034061|3.24|0.9250106632615027|13.759078097021273|4.49|0.011862657162611867|32000.000000000007|1
378.8480011803202|7.65|0.9823058135790467|2.911954732121511e-06|10.59|5.088693577626202e-09|25497.99999999998|4
252.5353849617088|3.93|0.7379618848395033|3.661525328901502|7.89|0.0036184365017416925|39000.00000000002|4
508.3909676513082|3.24|0.6719647250159504|439.0856959470195|3.85|0.44946796369484077|45999.99999999999|1
271.1519576284019|3.64|0.8092612578602535|10.574528673631576|5.59|0.015052105745432628|44999.999999999985|3
420.01775908841296|4.52|0.8281372371230353|153.43596898662298|6.289999999999999|0.19639471317947438|35699.99999999997|3
457.5213347756214|3.34|0.9099228061030434|29.465136002822053|4.35|0.03876755986998902|32287.000000000025|2
692.1238080205815|4.13|0.9477697028800769|110.14268360480001|4.95|0.1169975431695954|32299.99999999998|1
386.37899087054933|3.15|0.8141183309276361|223.1097535844419|3.8499999999999996|0.34894925834096097|30000.000000000007|1
1294.0377096124248|4.79|0.6888514534993133|1294.0377096124248|4.79|0.6888514534993133|50000.00000000001|1
306.2171373489853|4.32|0.8330927722158368|18.763281238665552|7.19|0.02616801230843359|14999.990000000005|2
468.87967916731924|3.24|0.931161690790408|12.66041332790386|4.39|0.015594921427580871|34000.00000000003|1
578.6934141608167|4.62|0.5981280061744518|577.9869346168678|4.49|0.6210701885496464|22000.0|1
246.45688058624242|3.24|0.8678407760501776|1.7283578404974562|5.15|0.0030078527196223115|36000.00000000002|3
761.6113700072603|3.24|0.9197782198228822|42.29530788757608|4.34|0.032073001137386564|34999.99999999997|1
669.0952715452112|3.44|0.9590046939738197|4.989052853240395|4.29|0.005108222460857043|28495.0|1
645.7772882919691|3.73|0.8210707004798247|147.8079146748911|4.89|0.11677939204571994|51999.99999999997|2
802.2625694440022|2.95|0.8837363376063078|22.668448114362594|4.49|0.013396987156147566|39999.99999999997|1
457.8670959557544|3.54|0.931772035727899|92.26895766547821|4.09|0.14957154059372826|28939.000000000015|1
137.32830045140363|3.73|0.8018762463905552|0.06346651304498085|7.89|0.00011296661982870826|39999.99999999997|4
682.548280683943|4.32|0.8982411821439682|81.27424424342237|5.59|0.0758905120602697|30000.000000000007|1
206.03101365845234|3.24|0.8278569390883711|54.58915849041024|4.29|0.14109779711820697|18999.999999999993|2
385.42170814197567|3.93|0.8583482712408905|1.0201175740085906|6.39|0.0010807732567309492|25000.0|2
269.45399382344306|3.34|0.8159422293613053|102.68467512689742|4.35|0.20640704036464455|22000.0|2
220.3891692415505|3.15|0.7914820257107533|39.607590611675334|4.49|0.08446012404260178|18893.000000000007|1
624.7260179103871|4.81|0.8202482681486776|613.0117136189973|5.15|0.7351750069787502|25998.660000000014|1
238.68421963249813|3.73|0.8275780147427808|0.0011994473657451067|8.55|1.2285990578647654e-06|32799.98999999997|3
